index,Nome,Unita' Misura,LAT [°],LON [°],GB E [m],GB N [m],Quota,06/12/2025,07/12/2025,08/12/2025,09/12/2025,10/12/2025,11/12/2025,12/12/2025,13/12/2025,14/12/2025,15/12/2025,16/12/2025,17/12/2025,18/12/2025,19/12/2025,20/12/2025,21/12/2025,22/12/2025,23/12/2025,24/12/2025,25/12/2025,26/12/2025,27/12/2025,28/12/2025,29/12/2025,30/12/2025,31/12/2025,01/01/2026,02/01/2026,03/01/2026,04/01/2026
TOS03000855,Trappola,mm,43.6189880565514,11.6526374060821,1714062.79,4832991.13,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.0,2.8,3.0,0.0,0.0,0.0,3.0,29.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0
TOS09001180,Turano,mm,44.2464417246341,10.1516838366877,1591982.25,4899905.86,500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.8,13.0,7.8,0.2,4.4,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,10.6,0.0,0.0
TOS01004921,Turbone,mm,43.7186054635669,11.0359114408493,1664028.36,4842649.71,45.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.2,14.8,7.8,0.8,2.4,0.2,0.0,0.0,4.8,21.0,2.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,12.4,0.2,0.0
TOS03003053,Usi,mm,42.7183037033306,11.4909795445551,1703995.81,4732558.34,411.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,11.2,14.8,0.6,6.2,0.0,0.0,0.2,16.0,5.4,0.4,0.2,0.0,0.0,0.0,0.4,0.0,24.0,1.4,0.4,0.0
TOS02000191,Vagli di Sotto,mm,44.10854556,10.28942639,1603220.14,4884752.93,581.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,3.4,45.6,13.0,1.4,6.4,0.4,0.2,1.8,16.6,2.4,0.0,0.2,0.2,0.2,0.0,0.2,0.2,17.6,29.6,0.0,0.0
TOS01000941,Vaglia,mm,43.9083388676673,11.2748556564472,1682696.88,4864223.67,340.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,18.8,7.8,2.4,3.2,0.0,0.2,0.2,7.8,20.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
TOS03002640,Vagliagli,mm,43.4207434099839,11.3459343370811,1689936.29,4810228.23,524.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,5.6,6.4,3.8,0.0,0.0,0.0,0.2,5.6,10.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
TOS01001961,Valle Benedetta,mm,43.5212038106386,10.4038358056851,1613482.94,4819669.27,300.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.2,27.2,9.6,6.2,7.8,0.0,0.0,3.6,11.0,5.4,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.6,0.0,0.0
TOS02000108,Vallelunga,mm,43.9690187945975,10.3361437042074,1607210.13,4869315.38,671.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.6,5.2,2.8,1.6,1.4,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.8,0.8,0.4,0.0
TOS01000901,Vallombrosa,mm,43.7313674985662,11.5568205714226,1705946.48,4845230.11,980.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,7.0,5.4,5.4,5.6,0.2,0.2,0.0,4.0,40.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
TOS01000571,Vallucciole,mm,43.8420216985025,11.6574758291245,1713658.39,4857775.52,745.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.8,3.4,2.0,2.6,0.2,0.2,0.2,2.2,36.0,12.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0
TOS01000025,Vara,mm,44.0837625913739,10.1296520233154,1590471.43,4881812.38,409.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.8,43.8,10.4,0.2,4.4,0.2,0.0,1.2,9.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,10.8,0.0,0.0
TOS01005489,Vecchia SS Aurelia,mm,43.0190101380753,10.6139630729366,1631542.04,4764205.54,12.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,28.4,2.8,20.6,8.6,0.2,0.0,3.2,16.2,4.2,0.8,0.0,0.0,0.0,0.2,1.6,2.0,0.6,0.2,0.2,0.0
TOS02004365,Vecchiano,mm,43.7805140870197,10.3988868951053,1612597.53,4848462.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,28.0,8.4,6.0,4.6,0.0,0.0,0.6,7.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.2,0.0,0.0
TOS11000004,Venturina,mm,42.9934731692,10.6406850546,1633774.9,4761411.82,8.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,26.0,6.6,32.8,11.0,0.0,0.0,2.8,16.6,5.4,0.6,0.0,0.0,0.0,0.0,1.2,1.0,1.6,0.2,0.2,0.0
TOS02000047,Vergheto,mm,44.0944894493872,10.1706790924072,1593739.19,4883049.69,845.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,46.6,11.2,1.0,8.6,0.4,0.0,1.6,8.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,17.0,0.2,0.0
TOS01001171,Vernio,mm,44.0566764643598,11.1205574856121,1669883.12,4880369.81,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,8.4,3.8,10.2,0.0,0.2,0.2,14.4,14.8,3.0,0.2,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.4,0.0
TOS02004091,Viareggio 1,mm,43.8676683126113,10.2594816684723,1601232.22,4857961.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,32.4,12.2,5.6,2.6,0.0,0.0,1.4,9.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
TOS03000481,Viareggio Lungomare,mm,43.8718380519318,10.2403429774933,1599687.43,4858401.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,28.8,11.0,6.2,5.4,0.0,0.0,1.0,9.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0
TOS01000861,Villa dell'Olio,mm,43.5917952629676,11.6047328710556,1710292.15,4829848.52,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS02000203,Villacollemandina,mm,44.1593435254171,10.386128056805,1610863.96,4890520.93,502.0,0.4,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.4,1.8,28.2,6.4,2.4,3.0,0.2,0.2,0.6,14.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,9.4,0.0,0.0
TOS09001120,Villafranca,mm,44.2911365622917,9.94858577520253,1575709.14,4904662.87,121.0,0.2,0.0,0.2,0.2,0.0,1.0,0.2,0.4,0.2,1.6,40.6,6.6,0.4,1.4,1.0,0.2,1.2,7.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,12.4,7.6,0.0,0.0
TOS11000100,Villafranca,mm,44.2503174776504,9.96889650821686,1577383.08,4900147.89,156.0,0.2,0.2,0.2,0.2,0.0,1.2,0.2,0.4,0.2,2.0,42.0,7.2,0.6,3.6,0.2,0.0,0.8,7.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,11.2,7.8,0.0,0.0
TOS01001011,Villore,mm,43.9643084646243,11.5410372201751,1703879.9,4871063.6,365.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,12.4,5.6,2.8,3.0,0.2,0.0,0.0,4.0,40.8,23.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0
TOS01001371,Vinci,mm,43.7857930699189,10.9595175669939,1657697.95,4849963.61,250.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,20.4,6.4,2.4,1.0,0.0,0.0,0.0,6.0,19.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,14.0,0.0,0.0
TOS03001145,Vingone,mm,43.743094638843,11.1822556269836,1675745.41,4845669.68,54.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,13.4,9.4,0.4,1.4,0.2,0.0,0.2,7.4,17.8,2.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,10.4,0.0,0.0
TOS01001664,Volterra,mm,43.4090460119076,10.8622491359711,1650809.5,4807940.3,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOS11000502,Zoo di Poppi,mm,43.736,11.7825,1724105.17,4846330.51,417.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,7.4,2.8,1.6,1.6,0.2,0.2,0.2,1.8,16.6,4.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0
